plant_number,plant_name,compound_name,molecular_weight,logP,h_bond_donors,h_bond_acceptors,tpsa,rotatable_bonds,rule_of_5_violations,drug_like_lipinski,smiles,inchikey,doi
81,Aglaia elaeagnoidea,"(1S,4S,11R,12R)-1-hydroxy-21-methoxy-12-(4-methoxyphenyl)-11-phenyl-13,17,19-trioxa-3,8-diazahexacyclo[10.10.0.02,10.04,8.014,22.016,20]docosa-2(10),14,16(20),21-tetraen-9-one",540.57,3.51,2,8,98.72,4,1,True,COC1=CC=C(C=C1)[C@]23[C@@H](C4=C([C@]2(C5=C(C6=C(C=C5O3)OCO6)OC)O)N[C@@H]7CCCN7C4=O)C8=CC=CC=C8,VWDLLQLHQSNDOV-QZIZTPMKSA-N,10.1002/1096-9063(199904)55:4<494::AID-PS945>3.0.CO;2-P
81,Aglaia elaeagnoidea,"(1S,4S,11R,12R)-12-(3,4-dimethoxyphenyl)-1-hydroxy-21-methoxy-11-phenyl-13,17,19-trioxa-3,8-diazahexacyclo[10.10.0.02,10.04,8.014,22.016,20]docosa-2(10),14,16(20),21-tetraen-9-one",570.6,3.52,2,9,107.95,5,1,True,COC1=C(C=C(C=C1)[C@]23[C@@H](C4=C([C@]2(C5=C(C6=C(C=C5O3)OCO6)OC)O)N[C@@H]7CCCN7C4=O)C8=CC=CC=C8)OC,SRRKMMBCCMRHEJ-FSVRQJTBSA-N,10.1002/1096-9063(199904)55:4<494::AID-PS945>3.0.CO;2-P
81,Aglaia elaeagnoidea,"(20S,24S)-20,24-Epoxy-25-(hydroxymethyl)dammaran-3-one",472.75,7.2,1,3,46.53,3,1,True,C[C@@]12CC[C@@H]([C@H]1CC[C@H]3[C@]2(CC[C@@H]4[C@@]3(CCC(=O)C4(C)C)C)C)[C@@]5(CC[C@H](O5)C(C)(C)CO)C,BGNALGKSEXRWPQ-QQYBYBOWSA-N,10.1016/0031-9422(96)00130-6
81,Aglaia elaeagnoidea,"(2R)-N-[(2R)-1-[(1R,9R,10R,11S,12R)-1,12-dihydroxy-3,5-dimethoxy-9-(4-methoxyphenyl)-10-phenyl-8-oxatricyclo[7.2.1.02,7]dodeca-2(7),3,5-triene-11-carbonyl]pyrrolidin-2-yl]-2-methylbutanamide",630.74,4.07,3,8,126.79,9,1,True,CC[C@@H](C)C(=O)N[C@H]1CCCN1C(=O)[C@H]2[C@@H]([C@]3([C@@H]([C@@]2(C4=C(O3)C=C(C=C4OC)OC)O)O)C5=CC=C(C=C5)OC)C6=CC=CC=C6,KPCVKSYNYMIDEN-KDKYFWLDSA-N,10.1002/1096-9063(199904)55:4<494::AID-PS945>3.0.CO;2-P
81,Aglaia elaeagnoidea,"(2R,3R)-2,3-Bis(3,4,5-trimethoxybenzyl)-1,4-butanediol diacetate",534.6,3.88,0,10,107.98,15,1,True,CC(=O)OC[C@H](CC1=CC(=C(C(=C1)OC)OC)OC)[C@@H](CC2=CC(=C(C(=C2)OC)OC)OC)COC(=O)C,GEBNCVZOOVAQIX-VXKWHMMOSA-N,10.1016/0031-9422(96)00130-6
81,Aglaia elaeagnoidea,(2S)-2-hydroxy-2-methyl-N-[(2R)-1-[(2E)-3-phenylprop-2-enoyl]pyrrolidin-2-yl]butanimidic acid,316.4,1.93,2,3,69.64,5,0,True,CC[C@@](C)(C(=O)N[C@H]1CCCN1C(=O)/C=C/C2=CC=CC=C2)O,ZSSIVXBCHJDPDR-IHUUNXMQSA-N,10.1055/S-2006-962328
81,Aglaia elaeagnoidea,"(2S)-N-[(2R)-1-[(1R,9R,10R,11S,12R)-1,12-dihydroxy-3,5-dimethoxy-9-(4-methoxyphenyl)-10-phenyl-8-oxatricyclo[7.2.1.02,7]dodeca-2(7),3,5-triene-11-carbonyl]pyrrolidin-2-yl]-2-hydroxy-2-methylbutanamide",646.74,3.19,4,9,147.02,9,1,True,CC[C@@](C)(C(=O)N[C@H]1CCCN1C(=O)[C@H]2[C@@H]([C@]3([C@@H]([C@@]2(C4=C(O3)C=C(C=C4OC)OC)O)O)C5=CC=C(C=C5)OC)C6=CC=CC=C6)O,AISWAKZPXBFYDF-VIEZTYSKSA-N,10.1002/1096-9063(199904)55:4<494::AID-PS945>3.0.CO;2-P
81,Aglaia elaeagnoidea,"(2S)-N-[(2S)-1-[(1R,12R,13R,14S,15R)-1,15-dihydroxy-12-(4-methoxyphenyl)-13-phenyl-5,7,11-trioxatetracyclo[10.2.1.02,10.04,8]pentadeca-2,4(8),9-triene-14-carbonyl]pyrrolidin-2-yl]-2-hydroxy-2-methylbutanamide",630.69,2.9,4,9,147.02,7,1,True,CC[C@@](C)(C(=O)N[C@@H]1CCCN1C(=O)[C@H]2[C@@H]([C@]3([C@@H]([C@@]2(C4=CC5=C(C=C4O3)OCO5)O)O)C6=CC=C(C=C6)OC)C7=CC=CC=C7)O,FKUORNTXVMLYHC-HDGAKSSQSA-N,10.1002/1096-9063(199904)55:4<494::AID-PS945>3.0.CO;2-P
81,Aglaia elaeagnoidea,"(2S,10R,11R)-2-hydroxy-4,6-dimethoxy-10-(4-methoxyphenyl)-11-phenyl-9-oxa-14,19-diazapentacyclo[10.7.0.0²,¹⁰.0³,⁸.0¹⁴,¹⁸]nonadeca-1(12),3,5,7,18-pentaen-13-one",524.57,3.88,1,8,92.04,5,1,True,COC1=CC=C(C=C1)[C@]23[C@@H](C4=C([C@]2(C5=C(O3)C=C(C=C5OC)OC)O)N=C6CCCN6C4=O)C7=CC=CC=C7,YCIPQJTZJGUXND-JZRGNDHQSA-N,10.1055/S-2001-16471
81,Aglaia elaeagnoidea,"(2S,3R,4R,5S,6R)-6-(3,4-dimethoxyphenyl)-2,3-dihydroxy-10,12-dimethoxy-N,N-dimethyl-5-phenyl-7-oxatricyclo[6.4.0.0²,⁶]dodeca-1(12),8,10-triene-4-carboxamide",535.59,3.06,2,8,106.92,7,1,True,CN(C)C(=O)[C@@H]1[C@H]([C@]2([C@@]([C@@H]1O)(C3=C(O2)C=C(C=C3OC)OC)O)C4=CC(=C(C=C4)OC)OC)C5=CC=CC=C5,SKYJJPBOOAAPMV-KKPOPCGDSA-N,10.1002/1096-9063(199904)55:4<494::AID-PS945>3.0.CO;2-P
81,Aglaia elaeagnoidea,"(5R)-8-methoxy-5-(4-methoxyphenyl)-5H-furo[3,4-f][1,3]benzodioxol-7-one",314.29,2.69,0,6,63.22,3,0,True,COC1=CC=C(C=C1)[C@@H]2C3=CC4=C(C(=C3C(=O)O2)OC)OCO4,YGQRBIAAYNSDPC-CQSZACIVSA-N,10.1021/JF990509H
81,Aglaia elaeagnoidea,(E)-2-methyl-N-[(2R)-1-[(E)-3-phenylprop-2-enoyl]pyrrolidin-2-yl]but-2-enamide,298.39,2.73,1,2,49.41,4,0,True,C/C=C(\C)/C(=O)N[C@H]1CCCN1C(=O)/C=C/C2=CC=CC=C2,JESGIROWPOPQQV-CCCCXFIZSA-N,10.1016/0031-9422(93)85373-Y
81,Aglaia elaeagnoidea,2-methyl-N-[1-(3-phenylprop-2-enoyl)pyrrolidin-2-yl]butanamide,300.4,2.81,1,2,49.41,5,0,True,CCC(C)C(=O)NC1CCCN1C(=O)C=CC2=CC=CC=C2,KZAOEMMZRGEBST-UHFFFAOYSA-N,10.1055/S-2006-962328
81,Aglaia elaeagnoidea,"20S,24S-dihydroxydammer-25-en-3-one",458.73,6.71,2,3,57.53,5,1,True,CC(=C)[C@H](CC[C@@](C)([C@H]1CC[C@@]2([C@@H]1CC[C@H]3[C@]2(CC[C@@H]4[C@@]3(CCC(=O)C4(C)C)C)C)C)O)O,WLFYAHQFDJKVSZ-QCIZWGLLSA-N,10.1021/NP100599G
81,Aglaia elaeagnoidea,3'-Methoxypannellin,550.56,3.25,2,10,122.14,7,1,True,CCOC(=O)[C@@H]1[C@H]([C@]2([C@@]([C@@H]1O)(C3=C(C4=C(C=C3O2)OCO4)OC)O)C5=CC(=C(C=C5)OC)OC)C6=CC=CC=C6,NZQQKXKJWIFXMI-FBXUSQSGSA-N,10.1021/NP9801965
81,Aglaia elaeagnoidea,"3,4,3'-Tri-O-methylellagic acid",344.28,2.22,1,8,108.34,3,0,True,COC1=C(C2=C3C(=C1)C(=O)OC4=C3C(=CC(=C4OC)O)C(=O)O2)OC,LXEQIOGTMDLLEC-UHFFFAOYSA-N,10.1021/NP034057L
81,Aglaia elaeagnoidea,31-norcycloartenol,412.7,7.78,1,1,20.23,4,1,True,C[C@H]1[C@@H]2CC[C@H]3[C@@]4(CC[C@@H]([C@]4(CC[C@@]35[C@@]2(C5)CC[C@@H]1O)C)[C@H](C)CCC=C(C)C)C,XZEUYTKSAYNYPK-WXPWFURYSA-N,10.1055/S-2006-962328
81,Aglaia elaeagnoidea,"6,11-Diacetoxygedunin",598.65,3.64,0,11,147.94,4,2,False,CC(=O)O[C@H]1C[C@]2([C@@H](OC(=O)[C@@H]3[C@]2(O3)[C@]4([C@H]1[C@]5(C=CC(=O)C([C@@H]5[C@H]([C@H]4OC(=O)C)OC(=O)C)(C)C)C)C)C6=COC=C6)C,APNPMMWLODZXGC-YYOYNBTFSA-N,10.1016/0031-9422(96)00130-6
81,Aglaia elaeagnoidea,Agaroxin A,519.55,2.77,2,8,106.92,5,1,True,CN(C)C(=O)[C@@H]1[C@H]([C@]2([C@@]([C@@H]1O)(C3=C(C4=C(C=C3O2)OCO4)OC)O)C5=CC=C(C=C5)OC)C6=CC=CC=C6,VBEWJSMISIWDQM-NPWWZGLVSA-N,10.1002/1096-9063(199904)55:4<494::AID-PS945>3.0.CO;2-P
81,Aglaia elaeagnoidea,Aglaiastatin,526.59,3.79,2,7,89.49,5,1,True,COC1=CC=C(C=C1)[C@]23[C@@H](C4=C([C@]2(C5=C(O3)C=C(C=C5OC)OC)O)N[C@@H]6CCCN6C4=O)C7=CC=CC=C7,HSVMIKSELPDICN-OTEJJTPWSA-N,10.1002/1096-9063(199904)55:4<494::AID-PS945>3.0.CO;2-P
81,Aglaia elaeagnoidea,Aglaiformosanin,554.6,3.89,1,9,101.27,6,1,True,COC1=C(C=C(C=C1)[C@]23[C@@H](C4=C([C@]2(C5=C(O3)C=C(C=C5OC)OC)O)N=C6CCCN6C4=O)C7=CC=CC=C7)OC,IKRLRGRXCAFTKP-DUQIMVFOSA-N,10.1055/S-2001-16471
81,Aglaia elaeagnoidea,"Methyl 11-acetyloxy-10-hydroxy-8-methoxy-14-(4-methoxyphenyl)-13-phenyl-4,6,15-trioxatetracyclo[7.6.0.03,7.010,14]pentadeca-1,3(7),8-triene-12-carboxylate",548.54,3.43,1,10,118.98,6,1,True,CC(=O)OC1C(C(C2(C1(C3=C(C4=C(C=C3O2)OCO4)OC)O)C5=CC=C(C=C5)OC)C6=CC=CC=C6)C(=O)OC,ZWGZFGVICLTCML-UHFFFAOYSA-N,10.1021/NP9801965
81,Aglaia elaeagnoidea,N-[4-[[(E)-3-phenylprop-2-enoyl]amino]butyl]benzamide,322.41,3.03,2,2,58.2,8,0,True,C1=CC=C(C=C1)/C=C/C(=O)NCCCCNC(=O)C2=CC=CC=C2,XYVZRTYPQHUZGY-BUHFOSPRSA-N,10.1080/14786419.2010.511219
81,Aglaia elaeagnoidea,N-[4-[[2-(4-hydroxyphenyl)acetyl]amino]butyl]-3-phenylprop-2-enamide,352.43,2.66,3,3,78.43,9,0,True,C1=CC=C(C=C1)C=CC(=O)NCCCCNC(=O)CC2=CC=C(C=C2)O,QERNZIGNKQVFBH-UHFFFAOYSA-N,10.1080/14786419.2010.511219
81,Aglaia elaeagnoidea,Pannellin,506.51,2.86,2,9,112.91,5,1,True,COC1=CC=C(C=C1)[C@]23[C@@H]([C@H]([C@H]([C@]2(C4=C(C5=C(C=C4O3)OCO5)OC)O)O)C(=O)OC)C6=CC=CC=C6,WMHYJLIVXJIYCQ-IKLPSFCOSA-N,10.1021/NP9801965
81,Aglaia elaeagnoidea,Piriferinol,302.37,1.54,2,3,69.64,4,0,True,CC(C)(C(=O)NC1CCCN1C(=O)/C=C/C2=CC=CC=C2)O,YUSUBTWFELLECN-ZHACJKMWSA-N,10.1021/NP9801965
81,Aglaia elaeagnoidea,"Tetrahydro-3alpha,4beta-bis(3,4,5-trimethoxybenzyl)furan",432.51,3.79,0,7,64.61,10,0,True,COC1=CC(=CC(=C1OC)OC)C[C@H]2COC[C@@H]2CC3=CC(=C(C(=C3)OC)OC)OC,ODMPKURRMRTBTB-ROUUACIJSA-N,10.1016/0031-9422(96)00130-6
81,Aglaia elaeagnoidea,"[(1R,12R,13R,14S,15R)-1-hydroxy-12-(4-methoxyphenyl)-14-[(2R)-2-[[(2R)-2-methylbutanoyl]amino]pyrrolidine-1-carbonyl]-13-phenyl-5,7,11-trioxatetracyclo[10.2.1.02,10.04,8]pentadeca-2,4(8),9-trien-15-yl] acetate",656.73,4.36,2,9,132.86,8,1,True,CC[C@@H](C)C(=O)N[C@H]1CCCN1C(=O)[C@H]2[C@@H]([C@]3([C@@H]([C@@]2(C4=CC5=C(C=C4O3)OCO5)O)OC(=O)C)C6=CC=C(C=C6)OC)C7=CC=CC=C7,SKTDLYZEHHAZJI-GGWJHTJCSA-N,10.1002/1096-9063(199904)55:4<494::AID-PS945>3.0.CO;2-P
81,Aglaia elaeagnoidea,"[(1R,9R,10R,11S,12R)-1-hydroxy-3,5-dimethoxy-9-(4-methoxyphenyl)-11-[(2S)-2-[[(2R)-2-methylbutanoyl]amino]pyrrolidine-1-carbonyl]-10-phenyl-8-oxatricyclo[7.2.1.02,7]dodeca-2(7),3,5-trien-12-yl] acetate",672.78,4.64,2,9,132.86,10,1,True,CC[C@@H](C)C(=O)N[C@@H]1CCCN1C(=O)[C@H]2[C@@H]([C@]3([C@@H]([C@@]2(C4=C(O3)C=C(C=C4OC)OC)O)OC(=O)C)C5=CC=C(C=C5)OC)C6=CC=CC=C6,HCNJABPCRMQADU-JPZRGWJUSA-N,10.1002/1096-9063(199904)55:4<494::AID-PS945>3.0.CO;2-P
81,Aglaia elaeagnoidea,"[(2S,3R,4R)-2-(4-hydroxy-3-methoxyphenyl)-4-[(4-hydroxy-3-methoxyphenyl)methyl]oxolan-3-yl]methyl acetate",402.44,3.22,2,7,94.45,7,0,True,CC(=O)OC[C@H]1[C@H](CO[C@@H]1C2=CC(=C(C=C2)O)OC)CC3=CC(=C(C=C3)O)OC,LVYMIYJFCKIBMR-PNLZDCPESA-N,10.1021/NP9801965
81,Aglaia elaeagnoidea,"[(3R,5R,8R,9R,10R,13R,14R,17S)-17-[(2S)-6-hydroperoxy-2-hydroxy-6-methylheptan-2-yl]-4,4,8,10,14-pentamethyl-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl] acetate",520.8,7.79,2,5,75.99,7,2,False,CC(=O)O[C@@H]1CC[C@@]2([C@H]3CC[C@@H]4[C@H](CC[C@]4([C@@]3(CC[C@H]2C1(C)C)C)C)[C@](C)(CCCC(C)(C)OO)O)C,PCHIVLNSEKZZQK-QFNQZFPKSA-N,10.1021/NP100599G
81,Aglaia elaeagnoidea,"[(3R,5R,8R,9R,10R,13R,14R,17S)-4,4,8,10,14-pentamethyl-17-[(2S)-2-methyl-5-oxooxolan-2-yl]-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl] acetate",458.68,6.7,0,4,52.6,2,1,True,CC(=O)O[C@@H]1CC[C@@]2([C@H]3CC[C@@H]4[C@H](CC[C@]4([C@@]3(CC[C@H]2C1(C)C)C)C)[C@@]5(CCC(=O)O5)C)C,CKGAIIJMVWESST-UHFFFAOYSA-N,10.1021/NP100599G
81,Aglaia elaeagnoidea,"[17-(6-hydroperoxy-2-hydroxy-6-methylhept-4-en-2-yl)-4,4,8,10,14-pentamethyl-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl] acetate",518.78,7.57,2,5,75.99,6,2,False,CC(=O)OC1CCC2(C3CCC4C(CCC4(C3(CCC2C1(C)C)C)C)C(C)(CC=CC(C)(C)OO)O)C,DHINOQSEHVSVIQ-UHFFFAOYSA-N,10.1021/NP100599G
81,Aglaia elaeagnoidea,aglafolin,492.52,3.14,2,8,103.68,6,0,True,COC1=CC=C(C=C1)[C@]23[C@@H]([C@H]([C@H]([C@]2(C4=C(O3)C=C(C=C4OC)OC)O)O)C(=O)OC)C5=CC=CC=C5,VFTGDXPPYSWBSO-GWNOIRNCSA-N,10.1055/S-2001-16471
81,Aglaia elaeagnoidea,aglaiabbreviatin A,412.61,6.11,0,3,43.37,1,1,True,C[C@@]12CC[C@@H]([C@H]1CC[C@H]3[C@]2(CC[C@@H]4[C@@]3(CCC(=O)C4(C)C)C)C)[C@@]5(C=CC(=O)O5)C,JRGYNXKJYVLQBR-QPBHWVAKSA-N,10.1021/NP100599G
81,Aglaia elaeagnoidea,aglaiabbreviatin B,456.67,6.47,0,4,52.6,2,1,True,CC(=O)O[C@@H]1CC[C@@]2([C@H]3CC[C@@H]4[C@H](CC[C@]4([C@@]3(CC[C@H]2C1(C)C)C)C)[C@@]5(C=CC(=O)O5)C)C,QTFVCZBNOHEKLA-LKJFLBAOSA-N,10.1021/NP100599G
81,Aglaia elaeagnoidea,aglaiabbreviatin C,360.58,5.62,1,2,37.3,1,1,True,CC(=O)[C@H]1CC[C@@]2([C@@H]1CC[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@H](C4(C)C)O)C)C)C,GRVOAMBHUWXGTO-NICZXZAASA-N,10.1021/NP100599G
81,Aglaia elaeagnoidea,aglaiabbreviatin D,440.71,7.75,0,2,26.3,1,1,True,C[C@@]12CC[C@@H]([C@H]1CC[C@H]3[C@]2(CC[C@@H]4[C@@]3(CCC(=O)C4(C)C)C)C)[C@@]5(CC=CC(O5)(C)C)C,WVWUAJRNIVNQJF-MRULXVATSA-N,10.1021/NP100599G
81,Aglaia elaeagnoidea,cabraleadiol,460.74,6.74,2,3,49.69,2,1,True,C[C@@]12CC[C@@H]([C@H]1CC[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@H](C4(C)C)O)C)C)[C@@]5(CC[C@H](O5)C(C)(C)O)C,RQBNSDSKUAGBOI-ZNYSIYOKSA-N,10.1021/NP100599G
81,Aglaia elaeagnoidea,cabraleadiol monoacetate,502.78,7.31,1,4,55.76,3,2,False,CC(=O)O[C@@H]1CC[C@@]2([C@H]3CC[C@@H]4[C@H](CC[C@]4([C@@]3(CC[C@H]2C1(C)C)C)C)[C@@]5(CC[C@H](O5)C(C)(C)O)C)C,MYKPKZPRXSYQEQ-QCPMDXGFSA-N,10.1021/NP100599G
81,Aglaia elaeagnoidea,cabraleahydroxylactone,416.65,6.13,1,3,46.53,1,1,True,C[C@@]12CC[C@@H]([C@H]1CC[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@H](C4(C)C)O)C)C)[C@@]5(CCC(=O)O5)C,AHDUWGQSZYSNEY-HUOCPXEISA-N,10.1021/NP100599G
81,Aglaia elaeagnoidea,cabralealactone,414.63,6.34,0,3,43.37,1,1,True,C[C@@]12CC[C@@H]([C@H]1CC[C@H]3[C@]2(CC[C@@H]4[C@@]3(CCC(=O)C4(C)C)C)C)[C@@]5(CCC(=O)O5)C,NOLGXQBEFHYZHI-QPBHWVAKSA-N,10.1021/NP100599G
81,Aglaia elaeagnoidea,eichlerianic acid,474.73,7.0,2,3,66.76,6,1,True,CC(=C)[C@@H]1CC[C@@]2([C@@H]([C@@]1(C)CCC(=O)O)CC[C@H]3[C@]2(CC[C@@H]3[C@@]4(CC[C@H](O4)C(C)(C)O)C)C)C,ZKBGKWZSOPPDSD-ZFQFSHTNSA-N,10.1080/14786419.2010.511219
81,Aglaia elaeagnoidea,rocaglamide,505.57,3.05,2,7,97.69,6,1,True,CN(C)C(=O)[C@@H]1[C@H]([C@]2([C@@]([C@@H]1O)(C3=C(O2)C=C(C=C3OC)OC)O)C4=CC=C(C=C4)OC)C5=CC=CC=C5,DAPAQENNNINUPW-IDAMAFBJSA-N,10.1055/S-2001-16471
89,Eucalyptus microtheca,8-Demethyleucalyptin,312.32,3.49,1,5,68.9,3,0,True,CC1=C(C=C2C(=C1O)C(=O)C=C(O2)C3=CC=C(C=C3)OC)OC,QPWOSZAYIILLKU-UHFFFAOYSA-N,10.1111/J.1472-765X.2004.01538.X
89,Eucalyptus microtheca,citronellyl propanoate,286.33,3.29,2,4,66.76,4,0,True,CC1=C(C=C(C(=C1O)C(=O)C=CC2CC=CC=C2)O)OC,PWKMRYVMNGSZOQ-UHFFFAOYSA-N,10.1111/J.1472-765X.2004.01538.X
92,Eucalyptus tetrodonta,(-)-Afzelechin,274.27,1.84,4,5,90.15,1,0,True,C1[C@H]([C@@H](OC2=CC(=CC(=C21)O)O)C3=CC=C(C=C3)O)O,RSYUFYQTACJFML-HIFRSBDPSA-N,10.1016/J.JEP.2010.01.028
95,Corymbia bleeseri,(-)-Afzelechin,274.27,1.84,4,5,90.15,1,0,True,C1[C@H]([C@@H](OC2=CC(=CC(=C21)O)O)C3=CC=C(C=C3)O)O,RSYUFYQTACJFML-HIFRSBDPSA-N,10.1016/J.JEP.2010.01.028
96,Eucalyptus houseana,Tellimagrandin II,938.67,1.67,15,26,444.18,6,3,False,C1C2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C(=C5)O)O)O)OC(=O)C6=CC(=C(C(=C6C7=C(C(=C(C=C7C(=O)O1)O)O)O)O)O)O,JCGHAEBIBSEQAD-UHFFFAOYSA-N,10.1016/J.JEP.2012.09.011
96,Eucalyptus houseana,hexahydroxydiphenic acid,338.22,0.98,8,8,195.98,3,1,True,C1=C(C(=C(C(=C1O)O)O)C2=C(C(=C(C=C2C(=O)O)O)O)O)C(=O)O,MFTSECOLKFLUSD-UHFFFAOYSA-N,10.1016/J.JEP.2012.09.011
96,Eucalyptus houseana,pentagalloylglucose,940.68,1.69,15,26,444.18,11,3,False,C1=C(C=C(C(=C1O)O)O)C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C(=C5)O)O)O)OC(=O)C6=CC(=C(C(=C6)O)O)O,QJYNZEYHSMRWBK-NIKIMHBISA-N,10.1016/J.JEP.2012.09.011
97,Corymbia polycarpa,(-)-Afzelechin,274.27,1.84,4,5,90.15,1,0,True,C1[C@H]([C@@H](OC2=CC(=CC(=C21)O)O)C3=CC=C(C=C3)O)O,RSYUFYQTACJFML-HIFRSBDPSA-N,10.1016/J.JEP.2010.01.028
97,Corymbia polycarpa,"(1S,4S,4aS,8aR)-1-Isopropyl-4,7-dimethyl-1,2,3,4,4a,5,6,8a-octahydronaphthalen-4a-ol",222.37,3.78,1,1,20.23,1,0,True,C[C@H]1CC[C@H]([C@H]2[C@@]1(CCC(=C2)C)O)C(C)C,COGPRPSWSKLKTF-AJNGGQMLSA-N,10.1080/10412905.2009.9700149
97,Corymbia polycarpa,ohchinal,204.36,4.87,0,0,0.0,0,0,True,C[C@H]1CCC(=C(C)C)CC2=C1CC[C@H]2C,GIBQERSGRNPMEH-NWDGAFQWSA-N,10.1080/10412905.2009.9700149
99,Eucalyptus camaldulensis,(+)-cis-piperitol,154.25,2.36,1,1,20.23,1,0,True,CC1=C[C@@H]([C@@H](CC1)C(C)C)O,HPOHAUWWDDPHRS-UWVGGRQHSA-N,10.4314/BCSE.V11I1.21012
99,Eucalyptus camaldulensis,(+/-)-α-terpinyl acetate,196.29,3.07,0,2,26.3,2,0,True,CC1=CCC(CC1)C(C)(C)OC(=O)C,IGODOXYLBBXFDW-UHFFFAOYSA-N,10.1080/10412905.1991.9697921
99,Eucalyptus camaldulensis,(-)-Afzelechin,274.27,1.84,4,5,90.15,1,0,True,C1[C@H]([C@@H](OC2=CC(=CC(=C21)O)O)C3=CC=C(C=C3)O)O,RSYUFYQTACJFML-HIFRSBDPSA-N,10.1016/J.JEP.2010.01.028
99,Eucalyptus camaldulensis,"(1R,2R,4aS,6aR,6aS,6bR,8aR,10S,12aS,13S,14bS)-10-hydroxy-2-(hydroxymethyl)-13-methoxy-1,6a,6b,9,9,12a-hexamethyl-2,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydro-1H-picene-4a-carboxylic acid",502.74,5.69,3,4,86.99,3,2,False,C[C@H]1[C@@H](CC[C@]2([C@@H]1C3=C[C@@H]([C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)OC)C(=O)O)CO,IKIYIAJFBKHTIG-AAKXVVKBSA-N,10.1021/NP960535Z
99,Eucalyptus camaldulensis,"(1R,3aS,5aR,5bR,7aR,9R,10R,11aR,11bR,13aS,13bS)-10-hydroxy-9-[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxy-5a,5b,8,8,11a-pentamethyl-1-prop-1-en-2-yl-1,2,3,4,5,6,7,7a,9,10,11,11b,12,13,13a,13b-hexadecahydrocyclopenta[a]chrysene-3a-carboxylic acid",618.86,8.03,3,5,104.06,5,2,False,CC(=C)[C@@H]1CC[C@]2([C@@H]1[C@@H]3CC[C@H]4[C@]([C@@]3(CC2)C)(CC[C@@H]5[C@@]4(C[C@H]([C@@H](C5(C)C)OC(=O)/C=C/C6=CC=C(C=C6)O)O)C)C)C(=O)O,AQHKWALTXQHZKK-FTMTZRLXSA-N,10.1055/S-2006-957602
99,Eucalyptus camaldulensis,"(1R,3aS,5aR,5bR,7aR,9R,10R,11aR,11bR,13aS,13bS)-10-hydroxy-9-{[(2E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoyl]oxy}-5a,5b,8,8,11a-pentamethyl-1-(prop-1-en-2-yl)-hexadecahydrocyclopenta[a]chrysene-3a-carboxylic acid",648.88,8.04,3,6,113.29,6,2,False,CC(=C)[C@@H]1CC[C@]2([C@@H]1[C@@H]3CC[C@H]4[C@]([C@@]3(CC2)C)(CC[C@@H]5[C@@]4(C[C@H]([C@@H](C5(C)C)OC(=O)/C=C/C6=CC(=C(C=C6)O)OC)O)C)C)C(=O)O,PQXUHCMBUXUDTO-IKXKJFDXSA-N,10.1055/S-2006-957602
99,Eucalyptus camaldulensis,"(1R,3aS,5aR,5bR,7aR,9R,10R,11aR,11bR,13aS,13bS)-9,10-dihydroxy-5a,5b,8,8,11a-pentamethyl-1-prop-1-en-2-yl-1,2,3,4,5,6,7,7a,9,10,11,11b,12,13,13a,13b-hexadecahydrocyclopenta[a]chrysene-3a-carboxylic acid",472.71,6.06,3,3,77.76,2,1,True,CC(=C)[C@@H]1CC[C@]2([C@@H]1[C@@H]3CC[C@H]4[C@]([C@@]3(CC2)C)(CC[C@@H]5[C@@]4(C[C@H]([C@@H](C5(C)C)O)O)C)C)C(=O)O,PFCVZKFJHRCLCC-AAUPIIFFSA-N,10.1055/S-2006-957602
99,Eucalyptus camaldulensis,"(1R,3aS,5aS,5bR,9R,10R,11aR)-9,10-dihydroxy-5a,5b,8,8,11a-pentamethyl-1-prop-1-en-2-yl-1,2,3,4,5,6,7,7a,9,10,11,11b,12,13b-tetradecahydrocyclopenta[a]chrysene-3a-carboxylic acid",470.69,5.98,3,3,77.76,2,1,True,CC(=C)[C@@H]1CC[C@]2(C1C3=CCC4[C@]([C@@]3(CC2)C)(CCC5[C@@]4(C[C@H]([C@@H](C5(C)C)O)O)C)C)C(=O)O,YVFUWFRLVWFNLF-LAYMWGLGSA-N,10.1055/S-2006-957602
